organization_name,subdomain,default_time_zone,created_date,status
FOODIE GO LUCKY PTE. LTD.,foodiegolucky,Asia/Singapore,03/01/2025,Active
TAS FOOD COURT PTE LTD,tasfoodcourt,Asia/Singapore,02/01/2025,Active
BOLDER BREWS COFFEEHOUSE,bbc,Asia/Singapore,31/12/2024,Active
K STAR ENTERTAINMENT ONE PTE LTD,kstar,Asia/Singapore,31/12/2024,Active
CHIA CLUB LIMITED LIABILITY PARTNERSHIP,chiaclub,Asia/Singapore,31/12/2024,Active
SINGTHAI F&B PTE LTD,singthai,Asia/Singapore,31/12/2024,Active
U & ME SERVICE,umetea,Asia/Singapore,31/12/2024,Active
MADAME CHU PTE LTD,madamechu,Asia/Singapore,30/12/2024,Active
TEO HIN TYRES,teohintyres,Asia/Singapore,30/12/2024,Active
HAPPY 89 BISTRO PTE LTD,happybistro89,Asia/Singapore,30/12/2024,Active
MS VENTURE INVESTMENTS LLP,msventure538,Asia/Singapore,30/12/2024,Active
RENDEZVOUS RESTAURANT HOCK LOCK KEE,rendezvoushlkseah,Asia/Singapore,27/12/2024,Active
AH CHING CLAYPOT DELIGHTS,ahching,Asia/Singapore,27/12/2024,Active
SIN HOI SAI SEAFOOD RESTAURANT PTE. LTD.,sinhoisai,Asia/Singapore,26/12/2024,Active
DAPUR LEGEND,dapurlegend,Asia/Singapore,26/12/2024,Active
FORMOSA DELIGHTS PTE. LTD. ,formosadelights,Asia/Singapore,26/12/2024,Active
EVERYDAY LIGHTS ,everydaylights,Asia/Singapore,26/12/2024,Active
JK CONSUMER PTE. LTD.,jkconsumerpl,Asia/Singapore,25/12/2024,Active
LPH CATERING,lph,Asia/Singapore,25/12/2024,Active
SPAZIO HOME & BATH PTE. LTD.,spaziohome,Asia/Singapore,24/12/2024,Active
SENG KEE LOCAL DELIGHTS PTE LTD,sengkee,Asia/Singapore,24/12/2024,Active
MARTWAYS PTE LTD,martways,Asia/Singapore,24/12/2024,Active
MASTERPIECE JEWELLERY PTE LTD,masterpiecejewellery,Asia/Singapore,24/12/2024,Active
BLUE BAY ENTERPRISE PTE. LTD.,hotpot,Asia/Singapore,23/12/2024,Active
HALO COLLECTIVE PTE. LTD.,halocollective,Asia/Singapore,23/12/2024,Active
VANILLA IMPEX TRADERS PTE LTD,vanillaimpextraders,Asia/Singapore,23/12/2024,Active
MUJARIN PTE. LTD.,yoryingthaicuisine,Asia/Singapore,20/12/2024,Active
THE RESTAURANT COMPANY PTE LTD,moomba,Asia/Singapore,20/12/2024,Active
TRIPLEONE COFFEE PTE LTD,tripleone,Asia/Singapore,19/12/2024,Active
PREMIER FOODS HOLDING PTE LTD,premierfoods,Asia/Singapore,19/12/2024,Active
Convenience Plus (III) Pte Ltd,convenienceplusiii,Asia/Singapore,19/12/2024,Active
FABULASH BY NICOLE PTE LTD,fabulash,Asia/Singapore,18/12/2024,Active
CRUMBZ UP,crumbzup,Asia/Singapore,18/12/2024,Active
THE WHOLE EARTH PTE LTD,wholeearth,Asia/Singapore,18/12/2024,Active
LAO DE KUAI PTE LTD,laodekuai,Asia/Singapore,17/12/2024,Active
PAPATHI'S TRADING,papathis,Asia/Singapore,16/12/2024,Active
TANG BAO BAO,tangbaobao,Asia/Singapore,16/12/2024,Active
ARC LIGHTHOUSE PTE. LTD.,arclighthouse,Asia/Singapore,14/12/2024,Active
BUTTER LIVE HOUSE PTE LTD,jyuyae,Asia/Singapore,14/12/2024,Active
LEGEND GROUP SG PTE LTD,ronshengfishsoup,Asia/Singapore,14/12/2024,Active
HUA YUEN PORRIDGE,huayuenporridge,Asia/Singapore,12/12/2024,Active
NEW CHINA OPTICIANS PTE. LTD.,newchinaopticians,Asia/Singapore,11/12/2024,Active
ZHEN TAT PTE LTD (ADMIRALTY),zhentatadmiralty,Asia/Singapore,10/12/2024,Active
TEO CHUAN KEE MINIMART,teochuankee,Asia/Singapore,10/12/2024,Active
MG BLOSSOM PTE. LTD.,mgblossom,Asia/Singapore,05/12/2024,Active
CLEMENTI KIAN SENG FASHION TEXTILE,clementikianseng,Asia/Singapore,04/12/2024,Active
MALAR TRADING & SUPER MARKET PTE. LTD.,machantrading,Asia/Singapore,02/12/2024,Active
KOPICRAFTERS,kopicrafters,Asia/Singapore,02/12/2024,Active
C & T SPORTS TRADING,cntsportstrading,Asia/Singapore,29/11/2024,Active
Guinot Salon Singapore,guinotsingapore,Asia/Singapore,29/11/2024,Active
JW KOREAN FOOD STORIES PTE LTD,pinxiangseafood,Asia/Singapore,28/11/2024,Active
SUPERSTAR TRAVEL & TRADING PTE. LTD.,superstar,Asia/Singapore,28/11/2024,Active
NOVEL DINING CONCEPTS PTE. LTD. ,goodbyealibi,Asia/Singapore,27/11/2024,Active
(Demo) Operation Trial,trial8,Asia/Singapore,27/11/2024,Active
(Demo) Operation Trial,trial7,Asia/Singapore,27/11/2024,Active
ZHEN TAT PTE LTD (VISTA POINT),zhentat,Asia/Singapore,26/11/2024,Active
D KAFE,dkafe,Asia/Singapore,26/11/2024,Active
(Demo) Operation Trial,trial6,Asia/Singapore,25/11/2024,Active
(Demo) Operation Trial,trial5,Asia/Singapore,25/11/2024,Active
FAST CORNER LLP,fastcornerllp,Asia/Singapore,25/11/2024,Active
BOUTIQUE @ I'M PTE. LTD,garden,Asia/Singapore,22/11/2024,Active
MANE STOP PRIVATE LIMITED,manestop,Asia/Singapore,22/11/2024,Active
Family Mookata,familymookata,Asia/Singapore,20/11/2024,Active
LONG CHEN CULTURE INTERNATIONAL PTE. LTD.,longchenculture,Asia/Singapore,20/11/2024,Active
DAJIE ORIGINS PTE. LTD.,dajieorigin,Asia/Singapore,19/11/2024,Active
THE HIDDEN TABLE PTE LTD,thehiddentable,Asia/Singapore,16/11/2024,Active
JUICE FARM PRIVATE LIMITED,juicefarm,Asia/Singapore,16/11/2024,Active
Vim Pte Ltd,vimsalon,Asia/Singapore,15/11/2024,Active
Round And Round Pte Ltd,roundandround,Asia/Singapore,15/11/2024,Active
BIU BIU MINIMART PTE. LTD.,biubiu,Asia/Singapore,15/11/2024,Active
EVO AMUSEMENT PTE LTD,evo,Asia/Singapore,14/11/2024,Active
GRANDMA PLACE CAFE PRIVATE LIMITED,grandmaplacecafe,Asia/Singapore,14/11/2024,Active
THE FEATHER HOUSE PTE. LTD.,thefeatherhouse,Asia/Singapore,13/11/2024,Active
De'Quek Trading Pte Ltd,toyostationery,Asia/Singapore,13/11/2024,Active
DIVASTREAT,divastreat,Asia/Singapore,13/11/2024,Active
LADY FAIR BEAUTY CENTRE,ladyfairbeauty,Asia/Singapore,12/11/2024,Active
BG Streets Holding Pte Ltd,bgstreets,Asia/Singapore,11/11/2024,Active
MASSAGE MASTER PTE LTD,massagemaster,Asia/Singapore,11/11/2024,Active
MAI SALON PTE LTD,maisalon,Asia/Singapore,07/11/2024,Active
HOME FIRST (S) PTE LTD,homefirst,Asia/Singapore,07/11/2024,Active
United Technology System Pte Ltd,greenleafsg,Asia/Singapore,07/11/2024,Active
THE KANTEEN PTE LTD,thekanteen,Asia/Singapore,06/11/2024,Active
PORSCHE SINGAPORE PTE. LTD.,porschesingapore,Asia/Singapore,31/10/2024,Active
POINTONE TECHNOLOGY,pointonetechnology,Asia/Singapore,31/10/2024,Active
ZEN SALOON PTE. LTD,zensaloon,Asia/Singapore,30/10/2024,Active
BREW BYTES PTE LTD,coffit,Asia/Singapore,29/10/2024,Active
COLONIAL SPORTS BAR (S) PTE. LTD. ,colonialsportsbars,Asia/Singapore,28/10/2024,Active
HAO DE LAI PTE. LTD.,jiawei,Asia/Singapore,28/10/2024,Active
Refresh Your Hair,f5hair,Asia/Singapore,26/10/2024,Active
MERCURY MOBILE PTE. LTD.,mercurymobile,Asia/Singapore,25/10/2024,Active
C&P LIGHTING PTE. LTD.,cnplighting,Asia/Singapore,24/10/2024,Active
SHINKO IMPORT & EXPORT PTE. LTD,ramentaisho,Asia/Singapore,23/10/2024,Active
MUSCLE PREP PTE LTD,muscleprep,Asia/Singapore,21/10/2024,Active
SPOT COLOR PTE LTD,fotoexpress,Asia/Singapore,21/10/2024,Active
Teavana Bubble Tea Pte Ltd ,teavana,Asia/Singapore,18/10/2024,Active
SELECTIO PTE. LTD.,oso,Asia/Singapore,18/10/2024,Active
EFH & Company Pte Ltd,ligero,Asia/Singapore,17/10/2024,Active
DE FRO LLP,ydessert,Asia/Singapore,16/10/2024,Active
BUTTER BAKERY PTE. LTD.,kazo,Asia/Singapore,16/10/2024,Active
Cutz And Stylez Pte Ltd,cutzandstylez,Asia/Singapore,16/10/2024,Active
ROYAL FOOD CULTURE PTE LTD,ichibanthespa,Asia/Singapore,15/10/2024,Active
INS Lifestyle Pte Ltd,inslifestyle,Asia/Singapore,15/10/2024,Active
Chop Leong Yick Loong,chopleongyickloong,Asia/Singapore,14/10/2024,Active
 SINMA JEWELLERY PTE LTD,beautiqwigs,Asia/Singapore,14/10/2024,Active
K SHOE & BAGS SERVICES,kshoe,Asia/Singapore,14/10/2024,Active
CARNE CURADO PTE. LTD.,carnecurado,Asia/Singapore,14/10/2024,Active
LIEBHERR-SINGAPORE PTE LTD,lsi,Asia/Singapore,14/10/2024,Active
ROWELL VIDEO PTE LTD,rowell,Asia/Singapore,13/10/2024,Active
PIXEL1 PTE LTD,pixel1,Asia/Singapore,13/10/2024,Active
TACK SING PAWNSHOP PTE LTD,tacksing,Asia/Singapore,12/10/2024,Active
FOODTALES PTE LTD,foodtales,Asia/Singapore,11/10/2024,Active
HAUS SQUARE PTE LTD,haussquare,Asia/Singapore,10/10/2024,Active
Singapore Radio & Industry Pte Ltd,tecno,Asia/Singapore,09/10/2024,Active
LIM SOON POH TRADING,limsoonpoh,Asia/Singapore,09/10/2024,Active
EPIC DISTRIBUTION LIMITED LIABILITY PARTNERSHIP,epic,Asia/Singapore,08/10/2024,Active
AREGIUS ONE PTE LTD,artwerkx,Asia/Singapore,08/10/2024,Active
HUAT HUAT FROZEN FOOD SUPPLIER,huathuatfrozenfoodsupplier,Asia/Singapore,07/10/2024,Active
SEE MEE AGAIN PTE. LTD.,seemeeagain,Asia/Singapore,07/10/2024,Active
LIVING ROOM EATING HOUSE PTE. LTD. ,livingroomeatinghouse,Asia/Singapore,04/10/2024,Active
PAUSEAN CORPORATION (PRIVATE) LIMITED,pausean,Asia/Singapore,03/10/2024,Active
PAWA CATERING PTE. LTD.,pawabakery,Asia/Singapore,02/10/2024,Active
SUNGAI INDUSTRIAL (S) CO PTE LTD,sungai,Asia/Singapore,02/10/2024,Active
LIGHTS N LIGHTS (SG) PTE. LTD.,lightsnlights,Asia/Singapore,01/10/2024,Active
RDK ENTERPRISES PTE LTD,rdk,Asia/Singapore,01/10/2024,Active
AARYA Veg Mart,aarya,Asia/Singapore,30/09/2024,Active
BATH ELEMENTS PTE LTD,bathelements,Asia/Singapore,30/09/2024,Active
MARKET BOUNTY SUPERMARKET PTE LTD,marketbounty,Asia/Singapore,30/09/2024,Active
THE TOAST STORY,thetoaststory,Asia/Singapore,30/09/2024,Active
DI XING PTE LTD,pom,Asia/Singapore,30/09/2024,Active
MYTHICAL LAB,mythicallab,Asia/Singapore,28/09/2024,Active
KOPI SOCIAL,kopisocial,Asia/Singapore,28/09/2024,Active
SMARKET PTE. LTD.,smarket,Asia/Singapore,28/09/2024,Active
MANDI HOUSE PTE LTD,arabisksg,Asia/Singapore,28/09/2024,Active
LALAKIO PTE. LTD.,lalakio,Asia/Singapore,28/09/2024,Active
PAGEONE VENTURES PTE LTD,pagoneventures,Asia/Singapore,28/09/2024,Active
LZ FOOT AND SHOULDER REFLEXOLOGY PTE.LTD.,lzreflex,Asia/Singapore,27/09/2024,Active
Swirls Bake Mart,swirlsbakemart,Asia/Singapore,26/09/2024,Active
GLOBE FRESH COOL SERVICES ,globefresh,Asia/Singapore,25/09/2024,Active
VLACK PTE. LTD.,vlack,Asia/Singapore,25/09/2024,Active
MAMANDA FOOD SOLUTIONS PTE. LTD.,mamanda,Asia/Singapore,24/09/2024,Active
Lightfaktor,lightfaktor,Asia/Singapore,24/09/2024,Active
Acorn Marketing & Services Pte Ltd,acorn,Asia/Singapore,24/09/2024,Active
BATH@HOLT PTE LTD,bathholt,Asia/Singapore,24/09/2024,Active
PLUSONE ASIA PTE LTD,plusone,Asia/Singapore,23/09/2024,Active
HODAKA LIGHTING PTE. LTD.,hodaka,Asia/Singapore,23/09/2024,Active
LIVING PHENOMENON PTE. LTD.,livingph,Asia/Singapore,21/09/2024,Active
FRED BREAD SG,fredbread,Asia/Singapore,21/09/2024,Active
TCL LIGHTING PTE.LTD.,tcllighting,Asia/Singapore,20/09/2024,Active
MELODIES ENTERTAINMENT,melodiesentertainment,Asia/Singapore,20/09/2024,Active
SFCM PTE. LTD.,sfcm,Asia/Singapore,20/09/2024,Active
TAI SIN RADIO & ELECTRICAL PTE. LTD,taisinradioelectrical,Asia/Singapore,19/09/2024,Active
HONG SHENG IHOME PTE. LTD.,hongshengihome,Asia/Singapore,19/09/2024,Active
BEST CITY AIRCON SERVICES,bcas,Asia/Singapore,18/09/2024,Active
TXR DESIGN & TRADING,txr,Asia/Singapore,18/09/2024,Active
UNIQOOL ENGINEERING & SERVICES PTE. LTD.,uniqool,Asia/Singapore,18/09/2024,Active
(Demo) DCS,dcs,Asia/Singapore,18/09/2024,Active
LECKER HOTDOG PTE. LTD.,leckerhotdog,Asia/Singapore,18/09/2024,Active
Ammotastic! Pte. Ltd. ,ammotastic,Asia/Singapore,17/09/2024,Active
MARSILING LIGHTING HOUSE,marsilinglightinghouse,Asia/Singapore,15/09/2024,Active
KHULNA UNIMART SINGAPORE PTE. LTD. ,khulnaunimart,Asia/Singapore,14/09/2024,Active
ACTS' PLAN PTE LTD,instore,Asia/Singapore,13/09/2024,Active
Summerhaus Pte Ltd,summerhaus,Asia/Singapore,13/09/2024,Active
CHWAN URBAN FOOD PTE. LTD.,xiaochuan,Asia/Singapore,10/09/2024,Active
MENG SOON HUAT FOOD CENTRE,mengsoonhuat,Asia/Singapore,09/09/2024,Active
PIXIE TRIXIE,pixietrixie,Asia/Singapore,08/09/2024,Active
GV FOODS PTE LTD (THIRSTY NEKO),thirstyneko,Asia/Singapore,07/09/2024,Active
SHENG DE VEGE MARKET PTE. LTD. ,shengdevege,Asia/Singapore,04/09/2024,Active
AUTO IMAGE ENTERPRISE ,autoimage,Asia/Singapore,04/09/2024,Active
Nature Vegetarian Delights Private Limited ,naturevegetariandelights,Asia/Singapore,02/09/2024,Active
MY VEP Pte Ltd,myvep,Asia/Singapore,02/09/2024,Active
M S COLOR SERVICE PTE LTD,mscolor,Asia/Singapore,02/09/2024,Active
HEY MEOW PTE. LTD,wowfish,Asia/Singapore,28/08/2024,Active
Home Genie,homegenie,Asia/Singapore,28/08/2024,Active
SINGSEED PTE. LTD,singseed,Asia/Singapore,25/08/2024,Active
PET BOOST PTE. LTD.,bingfenfriends,Asia/Singapore,23/08/2024,Active
NAIL CULTURE ,nailculture,Asia/Singapore,23/08/2024,Active
EI PONT PTE LTD,eipont,Asia/Singapore,23/08/2024,Active
DIYOVATION,diyovation,Asia/Singapore,23/08/2024,Active
NUTRISMART PTE. LTD,bingxue,Asia/Singapore,23/08/2024,Active
TONG LI CONTRACTORS PTE. LTD.,tonglicontractors,Asia/Singapore,23/08/2024,Active
DOMACO INTERNATIONAL PTE. LTD.,domaco,Asia/Singapore,21/08/2024,Active
THE EMERALD BAKERY,emeraldbakery,Asia/Singapore,21/08/2024,Active
HASE TRADING PTE. LTD. ,hasetrading,Asia/Singapore,20/08/2024,Active
MEI TAI WAN HOUGANG UNISEX HAIRDRESSING & BEAUTY SALOON,meitaiwan,Asia/Singapore,19/08/2024,Active
NEW ZENLI ENTERPRISES PTE LTD ,newzenlienterprises,Asia/Singapore,16/08/2024,Active
CRESTAR INDUSTRIES PTE. LTD.,crestar,Asia/Singapore,15/08/2024,Active
TEALER PTE. LTD.,tealer,Asia/Singapore,12/08/2024,Active
AG'S PLUMBERS & RENOVTORS,agsplumbersrenovators,Asia/Singapore,09/08/2024,Active
CRAFTSFORGREEN PTE. LTD.,craftsforgreen,Asia/Singapore,07/08/2024,Active
BUMBU RESTAURANT,bumburestaurant,Asia/Singapore,07/08/2024,Active
TETSUYU HEALTHCARE HOLDINGS PTE. LTD.,tetsuyu,Asia/Singapore,06/08/2024,Active
YEOKA PTE. LTD.,yeoka,Asia/Singapore,05/08/2024,Active
101-MART PTE. LTD.,101mart,Asia/Singapore,05/08/2024,Active
PHYLUX PTE LTD,phylux,Asia/Singapore,04/08/2024,Active
Best Choice Minimart,bestchoiceminimart,Asia/Singapore,04/08/2024,Active
A LIGHTZ SHOP LLP,alightzllp,Asia/Singapore,04/08/2024,Active
Smiles Mart Pte Ltd,smilesmart,Asia/Singapore,04/08/2024,Active
ALL NINETY WINES PTE LTD,missioncellar,Asia/Singapore,03/08/2024,Active
CHEAP N DEAL PTE. LTD.,cheapndeal,Asia/Singapore,03/08/2024,Active
Pranakorn Pte Ltd,pranakorn,Asia/Singapore,01/08/2024,Active
Bright House Lighting Pte Ltd,brighthouselighting,Asia/Singapore,31/07/2024,Active
China Hill Electric Company,chinahillelectric,Asia/Singapore,31/07/2024,Active
SYIFA' SATAY LIMITED LIABILITY PARTNERSHIP,syifasatay,Asia/Singapore,30/07/2024,Active
LM PETITE PTE. LTD. ,lmpetite,Asia/Singapore,30/07/2024,Active
LOLA,lola,Asia/Singapore,30/07/2024,Active
BAAZAR 407 PTE LTD,baazar407,Asia/Singapore,30/07/2024,Active
WOK STAR,wokstar,Asia/Singapore,29/07/2024,Active
MTL Tailor & Laundry Pte Ltd,maytailor,Asia/Singapore,29/07/2024,Active
LUXE MAISON PTE. LTD.,luxemaison,Asia/Singapore,29/07/2024,Active
ENFINITIVE PTE LTD,enfinitive,Asia/Singapore,29/07/2024,Active
EURYDICE TRAVEL PTE. LTD.,opheusdive,Asia/Singapore,28/07/2024,Active
AH LAM ABALONE SOUP,ahlam,Asia/Singapore,26/07/2024,Active
Bread Era Pte Ltd,breadera,Asia/Singapore,25/07/2024,Active
HUPFARRI BATHROOM & KITCHEN GALLERY PTE. LTD.,hupfarri,Asia/Singapore,25/07/2024,Active
(Demo) CRAVE NASI LEMAK,wootest,Asia/Singapore,25/07/2024,Active
FIVE STARS ENTERTAINMENT PTE. LTD.,fivestars,Asia/Singapore,24/07/2024,Active
NEWWAY SYSTEMS PTE LTD ,newway,Asia/Singapore,23/07/2024,Active
MEDIFEET SINGAPORE PTE. LTD ,medifeet,Asia/Singapore,23/07/2024,Active
BEAUTE FUR GROOMING SALON PTE. LTD.,beautefurgrooming,Asia/Singapore,22/07/2024,Active
CARDBOARD COLLECTIBLE,cardboardcollectible,Asia/Singapore,22/07/2024,Active
Commercestar Engineering Pte. Ltd.,commercestarengineering,Asia/Singapore,20/07/2024,Active
KINO GOLF MANAGEMENT PTE. LTD. ,kinogolf,Asia/Singapore,20/07/2024,Active
DUAL-N TRADING PTE. LTD.,dualn,Asia/Singapore,18/07/2024,Active
Gear Fitters,gearfitters,Asia/Singapore,18/07/2024,Active
BEAUTEHUB INTERNATIONAL PTE.LTD.,beautehub,Asia/Singapore,17/07/2024,Active
SG KEEPER PTE. LTD.,sgkeeper,Asia/Singapore,16/07/2024,Active
GV FOODS PRIVATE LIMITED,gvfoods,Asia/Singapore,16/07/2024,Active
New Shapla Restaurant Pte. Ltd.,newshapla,Asia/Singapore,14/07/2024,Active
 GC SUPERMART PTE. LTD.,gcsupermart,Asia/Singapore,14/07/2024,Active
SINGA GROCERIES,singagroceries,Asia/Singapore,14/07/2024,Active
Xiang Mei Holdings Pte Ltd,xiangmeiholdings,Asia/Singapore,14/07/2024,Active
TAPZ & COFFEE,tapzandcoffee,Asia/Singapore,13/07/2024,Active
TECK SOON MEDICAL HALL PTE LTD,tecksoon,Asia/Singapore,12/07/2024,Active
ISLE EATING HOUSE PTE. LTD.,isle,Asia/Singapore,11/07/2024,Active
OXLEY GRADING PRIVATE LIMITED,singaporecardshow,Asia/Singapore,11/07/2024,Active
Pazonia Pte. Ltd.,pazonia,Asia/Singapore,11/07/2024,Active
COZE+ PTE LTD,coze,Asia/Singapore,11/07/2024,Active
LVL MUSIC ACADEMY PTE LTD,lvlmusicacademy,Asia/Singapore,11/07/2024,Active
MEL & RAY PTE LTD,levelone,Asia/Singapore,10/07/2024,Active
5 SENSES PTE LTD,5senses,Asia/Singapore,06/07/2024,Active
K&Q HARDWARE TRADING PTE. LTD.,kqhardware,Asia/Singapore,03/07/2024,Active
Enjoy Bistro Bar,enjoybistrobar,Asia/Singapore,03/07/2024,Active
Five Stars Food Catering Pte. Ltd.,aishkitchen,Asia/Singapore,03/07/2024,Active
JY FOODS PTE LTD,jyfoods,Asia/Singapore,27/06/2024,Active
PINK NAIL STUDIO TRADING SERVICES,pinknailstudio,Asia/Singapore,27/06/2024,Active
MALAR TRADING & SUPER MARKET PTE. LTD.,malarstore,Asia/Singapore,27/06/2024,Active
Webe Solutionz Pte Ltd,webesolutionz,Asia/Singapore,26/06/2024,Active
81 PRAWN NOODLES,81prawnnoodle,Asia/Singapore,26/06/2024,Active
DARKNESS DESSERT LLP,darknessdessert,Asia/Singapore,23/06/2024,Active
9 KOI MARKETING PTE LTD,9koimarketingdeptstores,Asia/Singapore,22/06/2024,Active
HAO REN HAO SHI LIMITED,haorenhaoshi,Asia/Singapore,21/06/2024,Active
SK Import & Export,opensesame,Asia/Singapore,21/06/2024,Active
L5 Bak Ku Teh (Pte Ltd),l5bkt,Asia/Singapore,21/06/2024,Active
Millennium Navigate,milleniumnavigate,Asia/Singapore,21/06/2024,Active
INORI PTE. LTD.,inori,Asia/Singapore,21/06/2024,Active
A Furry Affair,afurryaffair,Asia/Singapore,20/06/2024,Active
CUTZ STUDIO PRIVATE LIMITED,cutzstudio,Asia/Singapore,19/06/2024,Active
DRAGON GINSENG (S) PTE. LTD.,dragonginseng,Asia/Singapore,18/06/2024,Active
THE CURRY WOK PTE LTD,currywok,Asia/Singapore,18/06/2024,Active
THE COLONIAL @ SCOTTS PTE. LTD.,colonial,Asia/Singapore,17/06/2024,Active
BOK SING HARDWARE PAINTS PTE. LTD ,boksing,Asia/Singapore,17/06/2024,Active
BESCHOICE PTE. LTD.,beschoice,Asia/Singapore,17/06/2024,Active
STARLIGHT BOYS & GIRLS PTE. LTD.,starlight,Asia/Singapore,16/06/2024,Active
AP SPIRITS PTE. LTD,appoint,Asia/Singapore,15/06/2024,Active
OSOWA TRADING PTE. LTD.,osowa,Asia/Singapore,14/06/2024,Active
Fixed Assets Holding Pte Ltd,yappypets,Asia/Singapore,14/06/2024,Active
CHOKDEE MOOKATA GROUP,chokdeemookatagroup,Asia/Singapore,13/06/2024,Active
TTCRM (MV) Pte Ltd,mwtiantian,Asia/Singapore,12/06/2024,Active
JT'S MANUKAN GRILLE PTE. LTD.,jtmanukangrille,Asia/Singapore,11/06/2024,Active
Sam Wei Food (Tong Xin) Pte Ltd,samweifoodtongxin,Asia/Singapore,11/06/2024,Active
Charmant Trading Enterprise,bondi,Asia/Singapore,10/06/2024,Active
Robert Piano Co Pte Ltd,kms,Asia/Singapore,10/06/2024,Active
Waiting Bar And Restaurants Pte Ltd,waitingbarandrestaurants,Asia/Singapore,08/06/2024,Active
ON8 PTE. LTD. ,on8,Asia/Singapore,07/06/2024,Active
GREENTEA RICE SHOPP PTE. LTD.,thundertearice,Asia/Singapore,07/06/2024,Active
Orchard Isle Eating House,isleorchard,Asia/Singapore,03/06/2024,Active
KS BAE PTE. LTD. ,ksbae,Asia/Singapore,31/05/2024,Active
GLOBE ALLIANCE PTE LTD ,globealliance,Asia/Singapore,31/05/2024,Active
Bazil Kitchen Private Ltd,bazilkitchen,Asia/Singapore,31/05/2024,Active
EARTH & OCEAN PRIVATE LIMITED,anattar,Asia/Singapore,27/05/2024,Active
TIRE PTE. LTD.,tirepteltd,Asia/Singapore,26/05/2024,Active
DELIZ PTE. LTD. ,deliz,Asia/Singapore,26/05/2024,Active
FOOD TALK F&B PTE LTD ,foodtalk,Asia/Singapore,26/05/2024,Active
TYRANT HOLDINGS PTE LTD,nightshiftbistrobar,Asia/Singapore,26/05/2024,Active
ENG KONG GOURMET PTE. LTD,engkonggourmet,Asia/Singapore,25/05/2024,Active
Hai Ge Ji Pte Ltd,bigbosses,Asia/Singapore,25/05/2024,Active
WITHIN THE WALLS PTE LTD ,withinthewalls,Asia/Singapore,24/05/2024,Active
GOLDENBRIGHT FAMILY,easterndd,Asia/Singapore,22/05/2024,Active
SHAN YOUNG & TUAH CONSORTIUM PTE. LTD,ilmirijoochiat,Asia/Singapore,22/05/2024,Active
HK TRADERS PTE. LTD.,hktraders,Asia/Singapore,22/05/2024,Active
JAG & COMPANY,jagandcompany,Asia/Singapore,21/05/2024,Active
TIAN TIAN HOLDINGS (CRM) PTE. LTD.,tiantian,Asia/Singapore,20/05/2024,Active
FILO BISTRO,filobistro,Asia/Singapore,19/05/2024,Active
CHECK IN KTV PRIVATE LIMITED,checkinktv,Asia/Singapore,17/05/2024,Active
ASHMI MINIMART PTE. LTD.,ashmiminimart,Asia/Singapore,17/05/2024,Active
Mr Indian Biryani Pte Ltd,heritageone,Asia/Singapore,17/05/2024,Active
HIAP SENG ELECTRIC & COMPANY,hiapseng,Asia/Singapore,16/05/2024,Active
TOKO WARISAN PTE LTD,tokowarisan,Asia/Singapore,14/05/2024,Active
SOON HENG PRAWN NOODLES,soonheng,Asia/Singapore,14/05/2024,Active
GIM SENG HENG SEAFOOD RESTAURANT,gimsengheng,Asia/Singapore,14/05/2024,Active
PALAPA SINGAPORE PTE. LTD,palapasingapore,Asia/Singapore,14/05/2024,Active
DONA MANIS CAKE SHOP,donamanis,Asia/Singapore,13/05/2024,Active
DREAMZ BEAUTY PTE. LTD.,everydaysalon2,Asia/Singapore,10/05/2024,Active
ASHMI (S) PTE LTD,ashmirestaurant,Asia/Singapore,10/05/2024,Active
HONLITE HARDWARE & MACHINERY PTE. LTD,honlite,Asia/Singapore,08/05/2024,Active
DIAN MIXIAN PTE. LTD.,dianmixian,Asia/Singapore,07/05/2024,Active
MAD PARFUM PTE LTD,madparfum,Asia/Singapore,03/05/2024,Active
KIMLY GROUP PTE. LTD.,kimlysg,Asia/Singapore,03/05/2024,Active
KAH HOCK REPAIRER & TRADING,kahhock,Asia/Singapore,02/05/2024,Active
RED APPLE VEGETARIAN,redappleveg,Asia/Singapore,01/05/2024,Active
HAI GUAN SENG TRADING SERVICE,haiguanseng,Asia/Singapore,30/04/2024,Active
Ong Mobile ,ongmobile,Asia/Singapore,30/04/2024,Active
YI JIA F&B PTE LTD,yijiafnb,Asia/Singapore,29/04/2024,Active
ONE FAMILY FOOD CENTRE,yijiaren,Asia/Singapore,29/04/2024,Active
Yeo Wholesale And Trading Pte Ltd,yeowholesale,Asia/Singapore,28/04/2024,Active
TY TRADE PTE. LTD.,tytrade,Asia/Singapore,26/04/2024,Active
FULIN HAIRSHOP,fulinhairshop,Asia/Singapore,26/04/2024,Active
Swisslink Bakery & Cafe,swisslinkbakery,Asia/Singapore,26/04/2024,Active
(Demo) F&B Online Training (EPOS Internal Use),fnbonlinetraining,Asia/Singapore,25/04/2024,Active
Sin Tong Ah Pte Ltd,sintongaheatinghouse,Asia/Singapore,25/04/2024,Active
DZDA Pte Ltd,dzda,Asia/Singapore,25/04/2024,Active
MINT MEDIA SPORTS PTE. LTD.,primepadel,Asia/Singapore,24/04/2024,Active
BRIGHTON ACCESSORIES HOUSE,brighton,Asia/Singapore,24/04/2024,Active
YAKUNBOYS PRIVATE LIMITED,straycafe,Asia/Singapore,24/04/2024,Active
YONG LE GONG PTE LTD,yonglegong,Asia/Singapore,23/04/2024,Active
