company_name,address,email,phone,website,license_id,license_type
SAI TRAVEL & TOURS PTE. LTD.,51 KERBAU ROAD SINGAPORE 219175,saitravelntours@gmail.com,+6562962728,,TA01907,General
SAILING SEASCAPES PTE. LTD.,10 Anson Road #05-00 International Plaza SINGAPORE 079903,info@sailingseascapes.com,+6569113477,,TA03724,General
SAMEPAGE TRAVEL PTE. LTD.,114 LAVENDER STREET #09-90 CT HUB 2  SINGAPORE 338729,support@samepage.com.sg,+6566727777,https://www.samepage-travel.com,TA00683,General
SAPPHIRE TOURS PTE. LTD.,60 PAYA LEBAR ROAD #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,sapphiretours.sg@gmail.com,+6589238039,,TA03732,General
SATGURU TRAVEL & TOURS AND SHIVAM GENERAL TRADING PTE. LTD.,111 NORTH BRIDGE ROAD #13-06 PENINSULA PLAZA SINGAPORE 179098,sttssin@satguruun.com,+6563372919,,TA02245,General
WORLD HOLIDAYS PTE. LTD.,150 ORCHARD ROAD #03-15 ORCHARD PLAZA SINGAPORE 238841,jessie@whtravel.com,+6567339760,,TA00374,General
WORLD VISION TRAVEL PTE LTD,244 PASIR RIS STREET 21 #05-119 SINGAPORE 510244,jim@worldvision.com.sg,+6568875255,,TA01117,General
WORLDPASS HOLIDAYS PTE. LTD.,465 CRAWFORD LANE #02-02 SINGAPORE 190465,worldpassholidays.sg@gmail.com,+6590360539,https://worldpassholidays.com,TA01499,General
WORLDWIDE AVIATION SALES PTE LTD,400 ORCHARD ROAD #24-08 ORCHARD TOWERS SINGAPORE 238875,susan@aviationservices.com.sg,+6562238377,https://www.aviationservices.com.sg,TA00447,General
WORLDWIDE HOLIDAYZ PTE. LTD.,624B TAMPINES AVENUE 12 #07-133 SINGAPORE 522624,wwholidayz@gmail.com,+6589479943,,TA03835,General
WTS TRAVEL & TOURS PTE LTD,8 GUL CIRCLE SINGAPORE 629564,wvoo@wtstravel.com.sg,+6564668558,https://wtstravel.com.sg,TA00637,General
WTX TRAVEL PTE. LTD.,93 YISHUN AVENUE 1 #08-24 THE ESTUARY SINGAPORE 769136,travel@wtxsg.com,+6588260321,,TA03977,General
WUTONG TRAVEL PTE. LTD.,10 ANSON ROAD #18-20 INTERNATIONAL PLAZA SINGAPORE 079903,nyah.ni@hansing.sg,+6581585056,,TA03804,General
X-TREKKERS ADVENTURE CONSULTANT PTE LTD,58 STRATHMORE AVENUE #16-107   SINGAPORE 142058,info@x-trekkers.com,+6594876198,https://www.x-trekkers.com,TA01261,General
XIANG LONG HOLIDAYS PTE. LTD.,2 VENTURE DRIVE #08-24 VISION EXCHANGE SINGAPORE 608526,xianglongholidays@gmail.com,+6562214981,,TA02454,General
XIN CHENG HOLIDAY PTE. LTD.,400 ORCHARD ROAD #14-06 ORCHARD TOWERS SINGAPORE 238875,xinchengholiday@gmail.com,+6562216942,,TA01988,General
XING TOUR PTE. LTD.,47 BEACH ROAD #05-01 KHENG CHIU BUILDING SINGAPORE 189683,buhaifeng28@gmail.com,+6593225852,,TA03587,General
XPERIENCE DMC PRIVATE LIMITED,331 NORTH BRIDGE ROAD #22-01/06 ODEON TOWERS SINGAPORE 188720,contact@xperiencedmc.com,+6565134337,https://www.xperiencedmc.com,TA03185,General
YADANAR TRAVEL PTE LTD,111 NORTH BRIDGE ROAD #04-29 PENINSULA PLAZA SINGAPORE 179098,may@yadanartravel.com,+6563349368,,TA00963,General
YAMAYAMA PTE. LTD.,883 NORTH BRIDGE ROAD #03-01 SOUTHBANK SINGAPORE 198785,yamayamatravel@gmail.com,+6588923077,,TA03845,General
WEN TRAVEL SG PTE. LTD.,637C PUNGGOL DRIVE #13-407 THE MEADOWS SINGAPORE 823637,op@wentravelsg.com,+6597273385,,TA03869,General
WENDY TOUR SINGAPORE PTE. LTD.,60 PAYA LEBAR ROAD #13-21 PAYA LEBAR SQUARE SINGAPORE 409051,sin.account@smi-group.asia,+6562258322,,TA00464,General
WESTPOINT TRANSIT PTE LTD,2A SECOND CHIN BEE ROAD SINGAPORE 618781,sales@westpointbus.com.sg,+6568611187,https://www.westpointbus.com.sg/,TA03746,General
WETRAVEL PTE. LTD.,10 UBI CRESCENT #06-41 (Room 2) UBI TECHPARK SINGAPORE 408564,multiplewinsolutions@gmail.com,+6594573437,https://wetravel.sg/,TA03306,General
WHATSDOC INTERNATIONAL PTE. LTD.,235 ANG MO KIO AVENUE 3 #12-1102 SINGAPORE 560235,marketing@theasianpawrent.com,+6580104000,,TA04005,General
WHOLESALE PARTNERS PTE. LTD.,150 South Bridge Road #04-03 FOOK HAI BUILDING SINGAPORE 058727,wsp@chanbrothers.com.sg,+6562129545,,TA01952,General
WILFRED GO TRAVELLING & HIKING PTE. LTD.,660D JURONG WEST STREET 64 #05-350 SINGAPORE 644660,yami22@yahoo.com,+6583665629,,TA03066,General
WINGS TRAVEL MANAGEMENT SG PTE. LTD.,1 RAFFLES PLACE #02-01 ONE RAFFLES PLACE MALL SINGAPORE 048616,info.sg@wings.travel,+6569339797,,TA00417,General
WINLAND TRAVEL PTE. LTD.,21 BUKIT BATOK CRESCENT #26-75 WCEGA TOWER SINGAPORE 658065,jirong@winlandtravel.com,+6562253601,,TA00645,General
WINS TRAVEL & TOURS PTE. LTD.,21 MERCHANT ROAD #04-01 ROYAL MERUKH S.E.A SINGAPORE 058267,inquiry@winstravel.com.sg,+6569567515,,TA03309,General
WOLO DMC PTE. LTD.,237 PANDAN LOOP #03-05 WESTECH BUILDING SINGAPORE 128424,wolodmc@gmail.com,+6587494734,,TA03546,General
WONDER GOLANDER (S) PTE. LTD.,328 NORTH BRIDGE ROAD #02-20 RAFFLES HOTEL SINGAPORE 188719,accounts@wondergolander.com,+6564350922,https://www.wondergolander.com,TA03434,General
WONDERS TRAVEL PTE. LTD.,409 PASIR RIS DRIVE 6 #09-407 SINGAPORE 510409,info.wonderstravel@gmail.com,+6589116176,,TA02647,General
WOOPA TRAVELS PTE. LTD.,71 AYER RAJAH CRESCENT #04-01 SINGAPORE 139951,info@monsterdaytours.com,+6591517567,https://www.monsterdaytours.com,TA02699,General
WORLD EXPRESS PTE. LTD.,114 MIDDLE ROAD #05-01 LEE KAI HOUSE SINGAPORE 188971,wxpsin@worldexpress.com.sg,+6563363877,https://www.worldexpress.com.sg,TA00063,General
SEENOW TRAVEL PTE. LTD.,10 ANSON ROAD #26-02 INTERNATIONAL PLAZA SINGAPORE 079903,michael@seenow.com.sg,+6591301194,,TA03814,General
SENYUM PTE. LTD.,80 CHANGI ROAD #02-29 CENTROPOD @ CHANGI SINGAPORE 419715,senyum.pte.ltd@gmail.com,+6589001305,https://www.senyum.com.sg,TA03740,General
SERAI TOUR SERVICES LLP,604 CLEMENTI WEST STREET 1 #20-46 SINGAPORE 120604,info@seraitour.com,+6581911902,,TA04006N,Niche
SERANGOON AIR TRAVEL PTE LTD,48 SERANGOON ROAD #01-69 SINGAPORE 217959,sasi@serangoonair.com,+6565917160,https://www.serangoonair.com,TA01081,General
SEVEN SEA HOLIDAYS PTE. LTD.,119A DUNLOP STREET   SINGAPORE 209438,visit@sevenseaholidays.sg,+6591800112,,TA03492,General
SEVILAI TOURS N TRAVEL PTE. LTD.,18 KAKI BUKIT ROAD 3 #04-11 ENTREPRENEUR BUSINESS CENTRE SINGAPORE 415978,ops@sevilaitravel.com,+6589070196,,TA03953,General
SG NANYANG TRAVEL PTE. LTD.,1B LYNWOOD GROVE ONE LYNWOOD SINGAPORE 358677,sgnanyangtravel@gmail.com,+6583856883,,TA03879,General
SG TICKET HUB SERVICES PTE. LTD.,227 Serangoon Ave 4 #02-17 BOUNDARY VILLE SINGAPORE 550227,sgtickethub@gmail.com,+6581390242,https://sgtickethub.com,TA03415,General
SG VEGAN EXPLORER PTE. LTD.,362 UPPER PAYA LEBAR ROAD #05-16 DA JIN FACTORY BUILDING SINGAPORE 534963,mccbbt.sg@gmail.com,+6567559380,,TA03763,General
SG WONDER PTE. LTD.,109 BUKIT PURMEI ROAD #05-151 BUKIT PURMEI VILLE SINGAPORE 090109,sgwonder@hotmail.com,+6593896799,,TA03797,General
SGTREK PTE. LTD.,28A KANDAHAR STREET SINGAPORE 198889,contact@sgtrek.com,+6592700908,https://sgtrek.com/,TA03160,General
SHA TRAVEL & TOUR PTE LTD,390 VICTORIA STREET #02-43 THE GOLDEN LANDMARK SINGAPORE 188061,info@shatravel.com,+6562951271,https://www.shatravel.com,TA00685,General
Shafie Travels Pte. Ltd.,80 CHANGI ROAD  #02-54 CENTROPOD@CHANGI SINGAPORE 419715,salam@shafietravels.com.sg,+6593360488,,TA03487,General
SHAHID TRAVEL & TOURS PTE. LTD.,181 KITCHENER ROAD #01-12/13 NOVOTEL SINGAPORE ON KITCHENER  SINGAPORE 208533,shahidtt@singnet.com.sg,+6562933733,,TA01257,General
SHAHIDAH TRAVEL & TOURS PTE LTD,390 VICTORIA STREET #01-26 GOLDEN LANDMARK SINGAPORE 188061,rosila@shahidahtravel.com,+6562992345,https://www.shahidahtravel.com,TA00771,General
SAVA LEISURE (PTE.) LTD.,883 NORTH BRIDGE ROAD #19-05 SOUTHBANK SINGAPORE 198785,asokh@savaleisure.com.sg,+6594558268,https://www.savaleisure.com.sg,TA03512,General
SAYHI PTE. LTD.,22A MAR THOMA ROAD #04-02 VETRO SINGAPORE 328703,general@sayhitravel.com,+6593822176,,TA03596,General
SB TRAVELS & TOURS PTE. LTD.,1 JALAN BERSEH #03-12   SINGAPORE 209037,sbtravelpl@gmail.com,+6562914662,,TA02833,General
SBM TRAVEL & TOURS PTE. LTD.,3 SOON LEE STREET #01-05 PIONEER JUNCTION SINGAPORE 627606,sbmtraveltour@gmail.com,+6567104933,,TA02732,General
SCENIC TOURS APAC PTE. LTD.,10 MARINA BOULEVARD #39-00 MARINA BAY FINANCIAL CENTRE TOWER 2 SINGAPORE 018983,info@scenic.com.sg,+6568184720,,TA03849,General
SCENIC TRAVEL PTE LTD,151 LORONG CHUAN #04-08 NEW TECH PARK SINGAPORE 556741,carol.ong@globaltravel.com.sg,+6562263611,https://scenictravel.com.sg/,TA00469,General
SCHWERPUNKT LLP,411 SERANGOON CENTRAL #04-389 SINGAPORE 550411,schwerpunktsg@gmail.com,+6568150080,,TA03856N,Niche
SCOTT DUNN SINGAPORE PTE. LTD.,30 CECIL STREET  #22-01/08 PRUDENTIAL TOWER SINGAPORE 049712,info@scottdunn.com,+6560280821,,TA02933,General
SCUBA CONCIERGE PTE. LTD.,118B JALAN MEMBINA #03-131 SINGAPORE 162118,info@scuba-concierge.com,+6598314178,,TA03846,General
SCUBA VOYAGERS SINGAPORE PTE. LTD.,72 HOUGANG AVENUE 7 #16-16 THE FLORIDA SINGAPORE 538805,dive@scubavoyagers.com,+6598231806,https://www.scubavoyagers.com,TA03128,General
SEA DIVE TRAVEL PTE. LTD.,20 UPPER CIRCULAR ROAD #B1-20/21 THE RIVERWALK SINGAPORE 058416,info@seadivetravel.com,+6565570016,https://www.seadivetravel.com,TA02831,General
SEA WHEEL TRAVEL PTE LTD,101 UPPER CROSS STREET #03-61 PEOPLE PARK CENTRE SINGAPORE 058357,info@seawheel.com.sg,+6565385557,,TA00861,General
SEAMAX TRAVEL PTE LTD,1 ROCHOR CANAL ROAD #03-26 SIM LIM SQUARE SINGAPORE 188504,cindy@majestictravel.com.sg,+6563362368,,TA00756,General
SEARCH TRAVEL PTE. LTD.,101 UPPER CROSS STREET #02-75A PEOPLE'S PARK CENTRE SINGAPORE 058357,enquiry@searchtravel.com.sg,+6569087666,https://www.searchtravel.com.sg,TA03442,General
SEEK SOPHIE PRIVATE LIMITED,23 JALAN MERAH SAGA #01-04 THE MERASAGA SINGAPORE 278102,admin@seeksophie.com,+6587676515,,TA03435,General
YANS HOLIDAY PTE. LTD.,42 CUFF ROAD #01-C SINGAPORE 209752,yansholiday@gmail.com,+6597377949,,TA03789,General
YEARNING TRAVEL INTERNATIONAL PTE. LTD.,308B PUNGGOL WALK #16-390 WATERWAY TERRACES I SINGAPORE 822308,sg@yearningtravel.com,+6585673904,,TA03881,General
YELLOW KUDU JOURNEYS PTE. LTD.,962 HOUGANG AVENUE 9 #12-586 SINGAPORE 530962,hello@yellowkudu.com,+6588172090,,TA03782,General
YOLO TRAVEL & TOURS PTE. LTD.,50 CHIN SWEE ROAD #09-04 THONG CHAI BUILDING SINGAPORE 169874,sales@yolo.com.sg,+6587268431,,TA03494,General
YOO HAN TRAVEL PTE LTD,100G PASIR PANJANG ROAD #02-17 INTERLOCAL CENTRE SINGAPORE 118523,yoohantravel@hanmail.net,+6562755516,,TA01177,General
YOUR SG TOURS PTE. LTD.,52 NEW UPPER CHANGI ROAD #03-1492 SINGAPORE 461052,contactus@yoursingaporetours.com,+6587881151,,TA03667N,Niche
YOUR VACATION PTE. LTD.,101 Kitchener Road #03-44 JALAN BESAR PLAZA SINGAPORE 208511,group@yourvacation.sg,+6565918677,https://www.yourvacation.sg,TA02848,General
YOUTH VISIONS PRIVATE LIMITED,124 BEDOK NORTH ROAD #10-131   SINGAPORE 460124,mletan@singnet.com.sg,+6562411349,,TA02374,General
YOYO HOLIDAYS PTE. LTD.,1 PARK ROAD #04-48-50 PEOPLE'S PARK COMPLEX SINGAPORE 059108,sales@yoyoholidays.com.sg,+6565335818,,TA02274,General
YSK TRAVEL SERVICE & TRANSPORT,39A BENDEMEER ROAD #21-804 THE RIVER VISTA @ KALLANG SINGAPORE 331039,yskiat@yahoo.com,+6566591900,,TA03049,General
YT EDUCARE TOURISM PTE. LTD.,1003 LOWER DELTA ROAD #20-01 TERESA VILLE SINGAPORE 099308,littlewalkasia@yahoo.com,+6569626718,,TA03860,General
YT TRAVEL EDUCATION PTE. LTD.,10 WOODLANDS SQUARE #03-44 WOODS SQUARE SINGAPORE 737714,info@yttravelsg.com,+6566776750,https://www.yttravelsg.com/,TA03834,General
YTL HOTELS (SINGAPORE) PTE. LTD.,435 ORCHARD ROAD #14-01/06 WISMA ATRIA SINGAPORE 238877,yuethar@ytl.com.sg,+6565789033,,TA02019,General
YULIN HOLIDAY PTE. LTD.,190 MIDDLE ROAD #04-11 FORTUNE CENTRE SINGAPORE 188979,yulinholiday@hotmail.com,+6563361608,,TA01588,General
YUSEN TRAVEL (SINGAPORE) PTE LTD,391A ORCHARD ROAD #09-03 NGEE ANN CITY SINGAPORE 238873,ytksin@yusentravel.com.sg,+6567321511,,TA00577,General
SINDAR TRAVEL PTE. LTD.,229 MOUNTBATTEN ROAD #02-39 MOUNTBATTEN SQUARE SINGAPORE 398007,ask@sindartravel.com,+6563401038,https://www.sindartravel.com,TA02405,General
SINGAPORE AIRLINES LIMITED,25 Airline Road #09-F AIRLINE HOUSE SINGAPORE 819829,cassandra_ang@singaporeair.com.sg,+6565415827,,TA03449,General
SINGAPORE CHINA BUSINESS AND CULTURE DEVELOPMENT CENTRE (PTE. LTD.),6 RAFFLES QUAY #14-02 SINGAPORE 048580,op@sinbc.org,+6566525506,,TA02323,General
SINGAPORE COACH SERVICES PTE. LTD.,21 Bukit Batok Crescent #26-74 WCEGA TOWER SINGAPORE 658065,account@coachs.sg,+6566945458,,TA02837,General
SINGAPORE DUCKTOURS PRIVATE LIMITED,95A AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069915,sales@ducktours.com.sg,+6563386877,https://www.ducktours.com.sg,TA01201,General
SINGAPORE GOLD FORTUNE TRAVEL PTE. LTD.,552 JURONG WEST STREET 42 #02-337 SINGAPORE 640552,johnsonliu@hotmail.com,+6582684037,,TA02549,General
SINGAPORE HISTORY CONSULTANTS PTE. LTD.,262 PASIR PANJANG ROAD HAW PAR VILLA SINGAPORE 118628,tourenquiries@shc.com.sg,+6562213804,https://singaporehistoryconsultants.weebly.com/,TA02537,General
SINGAPORE INTERNATIONAL TRAVEL SERVICE PTE. LTD.,101A UPPER CROSS STREET #13-15 PEOPLE'S PARK CENTRE SINGAPORE 058358,enquiry@sits.com.sg,+6565360656,https://www.sits.com.sg,TA01953,General
SINGAPORE LETTO TRAVEL SERVICES PTE. LTD.,81 UBI AVENUE 4 #06-11 UB. ONE SINGAPORE 408830,enquiry@singaporeletto.com,+6563887208,,TA02485,General
SINGAPORE MOBILITY CORPORATION PTE. LTD.,9 Tampines Grande #02-00 Asia Green SINGAPORE 528735,info@smcbpo.com,+6564239566,,TA03664,General
SINGAPORE POLYTECHNIC INTERNATIONAL PTE. LTD.,500 DOVER ROAD SINGAPORE POLYTECHNIC SINGAPORE 139651,enquiry@spi.edu.sg,+6569507540,,TA03530,General
SINGAPORE THREE MOONS TRADING PTE. LTD.,40A ORCHARD ROAD #03-01 MACDONALD HOUSE SINGAPORE 238838,hello@sensetravel.sg,+6588152255,,TA03945N,Niche
SINGAPORE TOUR AGENCY PTE. LTD.,10 ANSON ROAD #13-13A INTERNATIONAL PLAZA SINGAPORE 079903,ops@singaporetour.sg,+6586008666,,TA04009N,Niche
SINGAPORE TOURISM & EDUCATION SERVICES PTE. LTD.,33 UBI AVENUE 3 #07-22 VERTEX SINGAPORE 408868,stesvertex@gmail.com,+6598378005,,TA03924,General
SINGAPORE TRAVEL HUB PTE. LTD.,55 ALIWAL STREET SINGAPORE 199931,singaporetravelhub@gmail.com,+6569702817,,TA02770,General
ZAKY ALWIE TRAVEL AND SERVICES PTE. LTD.,61 UBI ROAD 1 #02-11 OXLEY BIZHUB SINGAPORE 408727,zakybsa.zakyalwietravel@gmail.com,+6593366703,,TA03447,General
ZEAL EDUTECH SINGAPORE PTE. LTD.,8 BOON LAY WAY #03-14 8 @ TRADEHUB 21 SINGAPORE 609964,kingsley366sg@gmail.com,+6591699060,,TA03976,General
ZENITH TRAVEL PTE. LTD.,133 NEW BRIDGE ROAD #16-06 CHINATOWN POINT SINGAPORE 059413,enquiry@zenithtravel.com.sg,+6563489248,,TA03955,General
ZENITH YACHT CHARTERS PTE. LTD.,1 HARBOURFRONT AVENUE #13-00 KEPPEL BAY TOWER SINGAPORE 098632,finance@zenithyachtcharters.com,+6580225028,https://www.zenithyachtcharters.com,TA03727,General
ZIARAH HUB TRAVEL & SERVICES PTE. LTD.,345 GEYLANG ROAD #01-29 PAVILION SQUARE SINGAPORE 389366,ziarahhub@gmail.com,+6598399972,,TA03956,General
ZOOM TRAVEL INTERNATIONAL PTE. LTD.,51 BUKIT BATOK CRESCENT #06-44 UNITY CENTRE SINGAPORE 658077,zoomtravel.sg@gmail.com,+6565216689,,TA02902,General
ZUMA TRAVEL & SERVICES PTE. LTD.,180 WOODLANDS INDUSTRIAL PARK E5 #02-10C WOODLANDS AUTO HUB SINGAPORE 757512,saemah@zuma.com.sg,+6563625547,https://www.zuma.com.sg,TA02917,General
SHALOM TOUR PTE. LTD.,741 YISHUN AVENUE 5 #11-520 NEE SOON CENTRAL SPRING SINGAPORE 760741,shalomtour777@gmail.com,+6597773721,,TA02246,General
SHANDA TRAVEL PTE. LTD.,211 NEW BRIDGE ROAD #02-10 LUCKY CHINATOWN SINGAPORE 059432,admin@shandatravel.com,+6569936248,,TA03771,General
SHEEN YEOW TRAVEL PTE. LTD.,114 ANG MO KIO AVE 4 #01-361 KEBUN BARU HEIGHTS SINGAPORE 560114,inquiry.sheenyeowtravel@gmail.com,+6597235678,,TA03330,General
SHIN KAIGAI TRAVEL SERVICE PTE LTD,400 ORCHARD ROAD #06-17 ORCHARD TOWERS SINGAPORE 238875,skaigai@singnet.com.sg,+6567348879,,TA00480,General
SHOPEE TRAVEL SG PRIVATE LIMITED,5 SCIENCE PARK DRIVE SINGAPORE 118265,chongc@sea.com,+6588699891,,TA03479,General
SHORA MARVELS PTE. LTD.,63 KIM YAM ROAD SINGAPORE 239364,travel@shoramarvels.com,+6565462555,,TA02562,General
SHUNFU BUS SERVICES PTE. LTD.,11 TUAS SOUTH LINK 1 #02-21 SHINE@TUAS SOUTH SINGAPORE 636901,shunfubspl@gmail.com,+6588597340,,TA03880,General
SIAM EXPRESS PTE. LTD.,1 COMMONWEALTH LANE #07-03 ONE COMMONWEALTH SINGAPORE 149544,accts@siamexpress.com.sg,+6567330077,https://www.siamexpress.com.sg,TA00424,General
SILK ROAD HOLIDAY,612 YISHUN STREET 61 #09-191 NEE SOON CENTRAL MEADOWS SINGAPORE 760612,hello@silkroadholiday.com,+6582983921,,TA04001,General
SILKWAY TRAVEL ASIA PTE. LTD.,420 NORTH BRIDGE ROAD #04-13 NORTH BRIDGE CENTRE SINGAPORE 188727,admin@silkwaytravelasia.com,+6565130100,https://www.silkwaytravelasia.com,TA03392,General
SIMPLY SCUBA PRIVATE LIMITED,719 PASIR RIS STREET 72 #04-95 SINGAPORE 510719,chris@simplyscuba.com.sg,+6597470095,,TA02899,General
SIN U LIAN TRAVEL PTE. LTD.,61 WOODLANDS INDUSTRIAL PARK E9 #07-06 E9 PREMIUM SINGAPORE 757047,info@sinulian.com.sg,+6567667997,,TA03105,General
SIN-MYANMAR TRAVEL PTE LTD,111 NORTH BRIDGE ROAD #03-55 PENINSULA PLAZA SINGAPORE 179098,sinmyanmar1@gmail.com,+6563380677,,TA01095,General
SINAIR TRAVEL AGENCY (PRIVATE) LIMITED,22 CROSS STREET CROSS STREET EXCHANGE SINGAPORE 048421,legal@hopper.com,+6568714824,,TA00023,General
SINCERE HOLIDAY TRAVELS PTE. LTD.,60 PAYA LEBAR ROAD #12-13 PAYA LEBAR SQUARE SINGAPORE 409051,crystalyeo@sincereholiday.com.sg,+6562211223,,TA03149,General
SINGAPORE ZOOLOGICAL GARDENS,80 MANDAI LAKE ROAD SINGAPORE ZOOLOGICAL GARDENS SINGAPORE 729826,liwen.ong@mandai.com,+6562105380,,TA01888,General
SINGATOUR PTE. LTD.,101 UPPER CROSS STREET #B1-16 PEOPLE'S PARK CENTRE SINGAPORE 058357,booking@singatour.com,+6563234556,https://www.singatour.com,TA01285,General
SINGATRIP PTE. LTD.,401 PANDAN GARDENS #25-02 SINGAPORE 600401,jeyhun.salamov@siamherbstravel.com,+6580951038,,TA03888,General
SINGBIZ TRAVEL SERVICES PTE. LTD.,71 WOODLANDS INDUSTRIAL PARK E9 #04-12 WAVE9 SINGAPORE 757048,angela@singbt.com,+6563339086,,TA01838,General
SINGJOY AFFINITY PTE. LTD.,8 BURN ROAD #08-10 TRIVEX SINGAPORE 369977,travel@singjoy.sg,+6588891958,,TA03936,General
SINGTOUR INTERNATIONAL PTE. LTD.,19 KEPPEL ROAD #07-08 JIT POH BUILDING SINGAPORE 089058,rina@singtour-international.com,+6563981936,,TA02873,General
SINO ELITE TRAVEL SERVICES PTE. LTD.,601 MACPHERSON ROAD #08-02 SINGAPORE 368242,winnie@sinoelite.com.sg,+6563073106,,TA02626,General
SINO-AMERICA TOURS CORPORATION PTE. LTD.,1 PARK ROAD #04-62 PEOPLE'S PARK COMPLEX SINGAPORE 059108,enquiry@satours.com.sg,+6565352611,https://www.satours.com.sg,TA00611,General
SINO-WAY TRAVEL PTE. LTD.,14 SCOTTS ROAD #02-36 FAR EAST PLAZA SINGAPORE 228213,sino_way_travel@yahoo.com.sg,+6562244811,,TA01577,General
SINTOUR GLOBAL PTE. LTD.,206A WOODLEIGH LINK #14-37 SINGAPORE 361206,marketing@sintour.net,+6597682963,,TA03638,General
SIX CONTINENTS TOUR & TRAVEL PTE. LTD.,5 JALAN MATA AYER #01-25 EUPHONY GARDENS SINGAPORE 759151,grace.mailcentre@gmail.com,+6587058811,,TA03743,General
SIX STAR TRAVEL AND SERVICE PTE. LTD.,21 BUKIT BATOK CRESCENT #26-76 WCEGA TOWER SINGAPORE 658065,sales@sixstar.sg,+6565695348,,TA03581,General
SIX STARS TOURS AND SERVICES PTE. LTD.,21 BUKIT BATOK CRESCENT #26-76 WCEGA TOWER SINGAPORE 658065,jirong@sixstar.sg,+6566844715,,TA01890,General
SKILLSEED PTE. LTD.,261 WATERLOO STREET #03-01 WATERLOO CENTRE SINGAPORE 180261,info@skillseed.sg,+6592204582,https://www.skillseed.sg,TA02775,General
SKY TOUR KOREA PRIVATE LIMITED,113 LORONG 3 GEYLANG #10-75 HDB-KALLANG/WHAMPOA SINGAPORE 381113,rose.skytour@hotmail.com,+6565470051,,TA01275,General
SKYHUB TECHNOLOGY PTE. LTD.,1010 DOVER ROAD #02-03 SINGAPORE 139658,infoskyhubtech@gmail.com,+6560220777,https://www.oneonehub.com,TA03828,General
SKYLINE INTERNATIONAL TRAVEL PTE. LTD.,12 NEW INDUSTRIAL ROAD #02-02A MORNINGSTAR CENTRE SINGAPORE 536202,adelene@skyline-intl.com.sg,+6581696666,,TA02427,General
SKYLINE TRAVEL AND CONSULTING PTE. LTD.,133 NEW BRIDGE ROAD #03-15 CHINATOWN POINT SINGAPORE 059413,skylinetianyu@gmail.com,+6564446368,https://www.skylinesg.com,TA02288,General
SKYWORLD TRAVEL TOURS & TRADING PTE. LTD.,28 ROBERTS LANE #02-01 SINGAPORE 218307,skyworld.traveltour@gmail.com,+6563924284,,TA01460,General
SMART VOYAGE HUB PTE. LTD.,73 UPPER PAYA LEBAR ROAD #07-01 CENTRO BIANCO SINGAPORE 534818,michael.chong@smartvoyagetravel.com,+6561006003,,TA03853,General
SMILING TRAVEL PTE. LTD.,20 JOO CHIAT ROAD #02-09 SINGAPORE 427357,smilingtravelinfo@gmail.com,+6567449788,,TA02654,General
SNOW MOON INTERNATIONAL,28 BAYSHORE ROAD #06-01 THE BAYSHORE SINGAPORE 469973,ajfgroup.mv@gmail.com,+6580885001,,TA03910,General
SNP TRAVELS PTE. LTD.,11 LEMBU ROAD #01-01 SINGAPORE 208447,snptravels24@gmail.com,+6583213204,,TA03803,General
SO GOOD TOUR PTE. LTD.,207 Henderson Rd #02-05 HENDERSON INDUSTRIAL PARK SINGAPORE 159550,taimingtravel@hotmail.com,+6562246626,,TA02300,General
SOCIAL TRAVEL PTE. LTD.,519 SERANGOON NORTH AVENUE 4 #08-310 SINGAPORE 550519,finance_sg@sotravel.com,+6583874453,,TA03798,General
SOE TUN TICKETING & SERVICES,351D CANBERRA ROAD #06-273 SINGAPORE 754351,soetun.stts@gmail.com,+6594874413,,TA02895,General
SOLITUDE WORLD PTE. LTD.,3 HENG MUI KENG TERRACE SINGAPORE 119605,emailus@solitude.world,+6582434548,https://www.solitude.world,TA03389,General
SONNENKIND PTE. LTD.,2 MARINA BOULEVARD #64-05 THE SAIL @ MARINA BAY SINGAPORE 018987,sonja@sonnenkind.com.sg,+6583354809,https://www.sonnenkind.com.sg,TA03168,General
SOON TRAVEL PTE. LTD.,50 TANAH MERAH FERRY ROAD #01-14A TANAH MERAH FERRY TERMINAL SINGAPORE 498833,soontravel@mail.com,+6582889153,,TA03957,General
SOUTHERN ASIA TRAVELS PTE. LTD.,101 KITCHENER ROAD #03-19 JALAN BESAR PLAZA SINGAPORE 208511,southernasiatravels@gmail.com,+6591661902,,TA03372,General
SOUTHERN CROSS INTERNATIONAL (S) PTE. LTD.,1 NORTH BRIDGE ROAD #15-04/05 HIGH STREET CENTRE SINGAPORE 179094,admin@southernx.co,+6563386477,https://www.southernx.co,TA01554,General
SPA VILLA LEISURE PTE. LTD.,75 JURONG EAST STREET 13 #02-01 WESTMERE SINGAPORE 609652,sales@bintanspavilla.com,+6596696353,,TA01791,General
SPLENDOUR HOLIDAYS PTE LTD,741 YISHUN AVENUE 5 #03-522 NEE SOON CENTRAL SPRING SINGAPORE 760741,enquiry@splendour.com.sg,+6565570328,https://www.splendour.com.sg,TA00997,General
SPORTS TRAVEL 360 PTE. LTD.,174 LORONG 1 TOA PAYOH #04-1242 TOA PAYOH GREEN SINGAPORE 310174,info@sttravel360.com,+6583118772,,TA03197,General
SPRING HOLIDAYS PTE. LTD.,1 PARK ROAD #02-117   SINGAPORE 059108,springholidays8888@gmail.com,+6565345877,,TA01993,General
